,FIPS_code,State,County,"Estimated Rate Per 1,000",state,county,year,% smoke daily
0,1001,Alabama,Autauga County,13.2,Alabama,Autauga County,2012.0,18.41
1,1003,Alabama,Baldwin County,9.3,Alabama,Baldwin County,2012.0,16.02
2,1005,Alabama,Barbour County,16.5,Alabama,Barbour County,2012.0,18.73
3,1007,Alabama,Bibb County,13.7,Alabama,Bibb County,2012.0,22.62
4,1009,Alabama,Blount County,12.6,Alabama,Blount County,2012.0,19.88
5,1011,Alabama,Bullock County,19.6,Alabama,Bullock County,2012.0,18.49
6,1013,Alabama,Butler County,16.0,Alabama,Butler County,2012.0,20.22
7,1015,Alabama,Calhoun County,15.3,Alabama,Calhoun County,2012.0,19.94
8,1017,Alabama,Chambers County,15.3,Alabama,Chambers County,2012.0,20.96
9,1019,Alabama,Cherokee County,11.8,Alabama,Cherokee County,2012.0,19.77
10,1021,Alabama,Chilton County,13.8,Alabama,Chilton County,2012.0,21.08
11,1023,Alabama,Choctaw County,14.2,Alabama,Choctaw County,2012.0,17.62
12,1025,Alabama,Clarke County,17.0,Alabama,Clarke County,2012.0,17.74
13,1027,Alabama,Clay County,13.1,Alabama,Clay County,2012.0,22.55
14,1029,Alabama,Cleburne County,11.6,Alabama,Cleburne County,2012.0,22.84
15,1031,Alabama,Coffee County,13.4,Alabama,Coffee County,2012.0,16.66
16,1033,Alabama,Colbert County,16.2,Alabama,Colbert County,2012.0,18.69
17,1035,Alabama,Conecuh County,17.7,Alabama,Conecuh County,2012.0,19.82
18,1037,Alabama,Coosa County,17.3,Alabama,Coosa County,2012.0,22.47
19,1039,Alabama,Covington County,13.3,Alabama,Covington County,2012.0,21.41
20,1041,Alabama,Crenshaw County,14.2,Alabama,Crenshaw County,2012.0,20.37
21,1043,Alabama,Cullman County,15.3,Alabama,Cullman County,2012.0,20.13
22,1045,Alabama,Dale County,14.5,Alabama,Dale County,2012.0,17.57
23,1047,Alabama,Dallas County,14.1,Alabama,Dallas County,2012.0,18.02
24,1049,Alabama,DeKalb County,11.0,Alabama,DeKalb County,2012.0,20.89
25,1051,Alabama,Elmore County,13.6,Alabama,Elmore County,2012.0,19.18
26,1053,Alabama,Escambia County,17.1,Alabama,Escambia County,2012.0,20.77
27,1055,Alabama,Etowah County,13.7,Alabama,Etowah County,2012.0,20.92
28,1057,Alabama,Fayette County,14.0,Alabama,Fayette County,2012.0,21.0
29,1059,Alabama,Franklin County,12.3,Alabama,Franklin County,2012.0,19.07
30,1061,Alabama,Geneva County,14.8,Alabama,Geneva County,2012.0,20.96
31,1063,Alabama,Greene County,16.8,Alabama,Greene County,2012.0,16.75
32,1065,Alabama,Hale County,13.9,Alabama,Hale County,2012.0,17.6
33,1067,Alabama,Henry County,14.8,Alabama,Henry County,2012.0,17.19
34,1069,Alabama,Houston County,13.1,Alabama,Houston County,2012.0,18.3
35,1071,Alabama,Jackson County,14.6,Alabama,Jackson County,2012.0,22.26
36,1073,Alabama,Jefferson County,11.3,Alabama,Jefferson County,2012.0,15.87
37,1075,Alabama,Lamar County,14.0,Alabama,Lamar County,2012.0,19.99
38,1077,Alabama,Lauderdale County,12.8,Alabama,Lauderdale County,2012.0,17.03
39,1079,Alabama,Lawrence County,13.7,Alabama,Lawrence County,2012.0,19.7
40,1081,Alabama,Lee County,8.3,Alabama,Lee County,2012.0,14.81
41,1083,Alabama,Limestone County,11.1,Alabama,Limestone County,2012.0,17.11
42,1085,Alabama,Lowndes County,15.6,Alabama,Lowndes County,2012.0,16.64
43,1087,Alabama,Macon County,17.4,Alabama,Macon County,2012.0,16.09
44,1089,Alabama,Madison County,11.7,Alabama,Madison County,2012.0,14.04
45,1091,Alabama,Marengo County,17.1,Alabama,Marengo County,2012.0,14.59
46,1093,Alabama,Marion County,16.7,Alabama,Marion County,2012.0,20.84
47,1095,Alabama,Marshall County,11.2,Alabama,Marshall County,2012.0,21.02
48,1097,Alabama,Mobile County,13.4,Alabama,Mobile County,2012.0,18.13
49,1099,Alabama,Monroe County,15.5,Alabama,Monroe County,2012.0,19.72
50,1101,Alabama,Montgomery County,11.9,Alabama,Montgomery County,2012.0,14.74
51,1103,Alabama,Morgan County,11.8,Alabama,Morgan County,2012.0,18.97
52,1105,Alabama,Perry County,18.3,Alabama,Perry County,2012.0,17.01
53,1107,Alabama,Pickens County,14.6,Alabama,Pickens County,2012.0,19.25
54,1109,Alabama,Pike County,11.6,Alabama,Pike County,2012.0,16.14
55,1111,Alabama,Randolph County,13.8,Alabama,Randolph County,2012.0,22.02
56,1113,Alabama,Russell County,12.0,Alabama,Russell County,2012.0,19.75
57,1115,Alabama,St. Clair County,10.7,Alabama,St. Clair County,2012.0,19.51
58,1117,Alabama,Shelby County,8.0,Alabama,Shelby County,2012.0,12.71
59,1119,Alabama,Sumter County,18.4,Alabama,Sumter County,2012.0,15.58
60,1121,Alabama,Talladega County,15.5,Alabama,Talladega County,2012.0,20.0
61,1123,Alabama,Tallapoosa County,13.8,Alabama,Tallapoosa County,2012.0,19.79
62,1125,Alabama,Tuscaloosa County,11.2,Alabama,Tuscaloosa County,2012.0,16.12
63,1127,Alabama,Walker County,13.0,Alabama,Walker County,2012.0,21.96
64,1129,Alabama,Washington County,15.7,Alabama,Washington County,2012.0,18.74
65,1131,Alabama,Wilcox County,17.5,Alabama,Wilcox County,2012.0,17.19
66,1133,Alabama,Winston County,16.0,Alabama,Winston County,2012.0,21.6
67,2013,Alaska,Aleutians East Borough,9.3,Alaska,Aleutians East Borough,2012.0,15.64
68,2016,Alaska,Aleutians West Census Area,8.1,Alaska,Aleutians West Census Area,2012.0,17.7
69,2020,Alaska,Anchorage Municipality,7.3,Alaska,Anchorage Municipality,2012.0,13.15
70,2050,Alaska,Bethel Census Area,6.4,Alaska,Bethel Census Area,2012.0,22.13
71,2060,Alaska,Bristol Bay Borough,9.8,Alaska,Bristol Bay Borough,2012.0,19.6
72,2068,Alaska,Denali Borough,6.9,,,,
73,2070,Alaska,Dillingham Census Area,10.1,Alaska,Dillingham Census Area,2012.0,20.97
74,2090,Alaska,Fairbanks North Star Borough,5.3,Alaska,Fairbanks North Star Borough,2012.0,14.8
75,2100,Alaska,Haines Borough,8.5,Alaska,Haines Borough,2012.0,11.61
76,2105,Alaska,Hoonah-Angoon Census Area,9.4,,,,
77,2110,Alaska,Juneau City and Borough,6.5,Alaska,Juneau City and Borough,2012.0,12.31
78,2122,Alaska,Kenai Peninsula Borough,6.9,Alaska,Kenai Peninsula Borough,2012.0,16.62
79,2130,Alaska,Ketchikan Gateway Borough,9.5,,,,
80,2150,Alaska,Kodiak Island Borough,7.9,Alaska,Kodiak Island Borough,2012.0,15.21
81,2158,Alaska,Kusilvak Census Area,6.1,,,,
82,2164,Alaska,Lake and Peninsula Borough,7.8,Alaska,Lake and Peninsula Borough,2012.0,19.55
83,2170,Alaska,Matanuska-Susitna Borough,8.1,Alaska,Matanuska-Susitna Borough,2012.0,17.12
84,2180,Alaska,Nome Census Area,7.5,Alaska,Nome Census Area,2012.0,25.48
85,2185,Alaska,North Slope Borough,7.2,Alaska,North Slope Borough,2012.0,25.53
86,2188,Alaska,Northwest Arctic Borough,8.0,Alaska,Northwest Arctic Borough,2012.0,29.75
87,2195,Alaska,Petersburg Borough,7.5,,,,
88,2198,Alaska,Prince of Wales-Hyder Census Area,9.0,,,,
89,2220,Alaska,Sitka City and Borough,6.8,Alaska,Sitka City and Borough,2012.0,12.78
90,2230,Alaska,Skagway Municipality,6.4,,,,
91,2240,Alaska,Southeast Fairbanks Census Area,8.5,Alaska,Southeast Fairbanks Census Area,2012.0,16.35
92,2261,Alaska,Valdez-Cordova Census Area,8.0,Alaska,Valdez-Cordova Census Area,2012.0,15.48
93,2275,Alaska,Wrangell City and Borough,9.4,,,,
94,2282,Alaska,Yakutat City and Borough,8.5,,,,
95,2290,Alaska,Yukon-Koyukuk Census Area,8.7,,,,
96,4001,Arizona,Apache County,13.1,Arizona,Apache County,2012.0,17.83
97,4003,Arizona,Cochise County,8.1,Arizona,Cochise County,2012.0,14.25
98,4005,Arizona,Coconino County,6.1,Arizona,Coconino County,2012.0,13.92
99,4007,Arizona,Gila County,10.0,Arizona,Gila County,2012.0,19.22
100,4009,Arizona,Graham County,9.3,Arizona,Graham County,2012.0,16.04
101,4011,Arizona,Greenlee County,9.9,Arizona,Greenlee County,2012.0,13.84
102,4012,Arizona,La Paz County,10.4,Arizona,La Paz County,2012.0,18.27
103,4013,Arizona,Maricopa County,7.3,Arizona,Maricopa County,2012.0,13.14
104,4015,Arizona,Mohave County,10.2,Arizona,Mohave County,2012.0,21.85
105,4017,Arizona,Navajo County,11.3,Arizona,Navajo County,2012.0,16.83
106,4019,Arizona,Pima County,6.7,Arizona,Pima County,2012.0,13.31
107,4021,Arizona,Pinal County,10.2,Arizona,Pinal County,2012.0,17.29
108,4023,Arizona,Santa Cruz County,7.1,Arizona,Santa Cruz County,2012.0,10.46
109,4025,Arizona,Yavapai County,7.4,Arizona,Yavapai County,2012.0,16.58
110,4027,Arizona,Yuma County,12.2,Arizona,Yuma County,2012.0,12.0
111,5001,Arkansas,Arkansas County,13.9,Arkansas,Arkansas County,2012.0,20.82
112,5003,Arkansas,Ashley County,14.4,Arkansas,Ashley County,2012.0,19.87
113,5005,Arkansas,Baxter County,14.2,Arkansas,Baxter County,2012.0,21.18
114,5007,Arkansas,Benton County,8.0,Arkansas,Benton County,2012.0,15.64
115,5009,Arkansas,Boone County,12.3,Arkansas,Boone County,2012.0,20.86
116,5011,Arkansas,Bradley County,14.2,Arkansas,Bradley County,2012.0,20.06
117,5013,Arkansas,Calhoun County,13.2,Arkansas,Calhoun County,2012.0,22.84
118,5015,Arkansas,Carroll County,10.9,Arkansas,Carroll County,2012.0,18.71
119,5017,Arkansas,Chicot County,12.6,Arkansas,Chicot County,2012.0,18.46
120,5019,Arkansas,Clark County,10.8,Arkansas,Clark County,2012.0,17.23
121,5021,Arkansas,Clay County,12.8,Arkansas,Clay County,2012.0,24.51
122,5023,Arkansas,Cleburne County,11.0,Arkansas,Cleburne County,2012.0,19.95
123,5025,Arkansas,Cleveland County,13.0,Arkansas,Cleveland County,2012.0,19.77
124,5027,Arkansas,Columbia County,12.7,Arkansas,Columbia County,2012.0,17.94
125,5029,Arkansas,Conway County,14.3,Arkansas,Conway County,2012.0,20.36
126,5031,Arkansas,Craighead County,11.5,Arkansas,Craighead County,2012.0,18.74
127,5033,Arkansas,Crawford County,11.5,Arkansas,Crawford County,2012.0,22.25
128,5035,Arkansas,Crittenden County,15.4,Arkansas,Crittenden County,2012.0,19.4
129,5037,Arkansas,Cross County,13.0,Arkansas,Cross County,2012.0,21.06
130,5039,Arkansas,Dallas County,13.5,Arkansas,Dallas County,2012.0,21.99
131,5041,Arkansas,Desha County,13.7,Arkansas,Desha County,2012.0,19.73
132,5043,Arkansas,Drew County,13.1,Arkansas,Drew County,2012.0,17.38
133,5045,Arkansas,Faulkner County,9.6,Arkansas,Faulkner County,2012.0,16.2
134,5047,Arkansas,Franklin County,12.1,Arkansas,Franklin County,2012.0,22.18
135,5049,Arkansas,Fulton County,13.4,Arkansas,Fulton County,2012.0,21.7
136,5051,Arkansas,Garland County,10.9,Arkansas,Garland County,2012.0,21.58
137,5053,Arkansas,Grant County,12.0,Arkansas,Grant County,2012.0,20.48
138,5055,Arkansas,Greene County,14.4,Arkansas,Greene County,2012.0,23.91
139,5057,Arkansas,Hempstead County,13.4,Arkansas,Hempstead County,2012.0,18.08
140,5059,Arkansas,Hot Spring County,11.8,Arkansas,Hot Spring County,2012.0,23.33
141,5061,Arkansas,Howard County,14.4,Arkansas,Howard County,2012.0,20.2
142,5063,Arkansas,Independence County,11.5,Arkansas,Independence County,2012.0,20.81
143,5065,Arkansas,Izard County,14.2,Arkansas,Izard County,2012.0,21.73
144,5067,Arkansas,Jackson County,12.7,Arkansas,Jackson County,2012.0,24.17
145,5069,Arkansas,Jefferson County,17.4,Arkansas,Jefferson County,2012.0,18.07
146,5071,Arkansas,Johnson County,12.0,Arkansas,Johnson County,2012.0,19.64
147,5073,Arkansas,Lafayette County,15.5,Arkansas,Lafayette County,2012.0,19.62
148,5075,Arkansas,Lawrence County,11.9,Arkansas,Lawrence County,2012.0,23.69
149,5077,Arkansas,Lee County,12.8,Arkansas,Lee County,2012.0,22.02
150,5079,Arkansas,Lincoln County,13.3,Arkansas,Lincoln County,2012.0,21.84
151,5081,Arkansas,Little River County,13.9,Arkansas,Little River County,2012.0,20.3
152,5083,Arkansas,Logan County,13.1,Arkansas,Logan County,2012.0,22.89
153,5085,Arkansas,Lonoke County,12.3,Arkansas,Lonoke County,2012.0,18.82
154,5087,Arkansas,Madison County,11.8,Arkansas,Madison County,2012.0,22.09
155,5089,Arkansas,Marion County,13.9,Arkansas,Marion County,2012.0,21.57
156,5091,Arkansas,Miller County,10.5,Arkansas,Miller County,2012.0,21.36
157,5093,Arkansas,Mississippi County,13.9,Arkansas,Mississippi County,2012.0,22.06
158,5095,Arkansas,Monroe County,15.6,Arkansas,Monroe County,2012.0,20.22
159,5097,Arkansas,Montgomery County,14.9,Arkansas,Montgomery County,2012.0,21.49
160,5099,Arkansas,Nevada County,13.6,Arkansas,Nevada County,2012.0,20.11
161,5101,Arkansas,Newton County,12.3,Arkansas,Newton County,2012.0,20.0
162,5103,Arkansas,Ouachita County,13.3,Arkansas,Ouachita County,2012.0,19.73
163,5105,Arkansas,Perry County,12.3,Arkansas,Perry County,2012.0,23.08
164,5107,Arkansas,Phillips County,14.6,Arkansas,Phillips County,2012.0,20.19
165,5109,Arkansas,Pike County,11.5,Arkansas,Pike County,2012.0,20.2
166,5111,Arkansas,Poinsett County,14.3,Arkansas,Poinsett County,2012.0,24.82
167,5113,Arkansas,Polk County,11.5,Arkansas,Polk County,2012.0,21.18
168,5115,Arkansas,Pope County,10.3,Arkansas,Pope County,2012.0,18.15
169,5117,Arkansas,Prairie County,13.2,Arkansas,Prairie County,2012.0,20.84
170,5119,Arkansas,Pulaski County,11.6,Arkansas,Pulaski County,2012.0,14.9
171,5121,Arkansas,Randolph County,14.0,Arkansas,Randolph County,2012.0,21.87
172,5123,Arkansas,St. Francis County,17.3,Arkansas,St. Francis County,2012.0,19.56
173,5125,Arkansas,Saline County,13.4,Arkansas,Saline County,2012.0,19.98
174,5127,Arkansas,Scott County,14.2,Arkansas,Scott County,2012.0,22.94
175,5129,Arkansas,Searcy County,12.0,Arkansas,Searcy County,2012.0,22.4
176,5131,Arkansas,Sebastian County,11.3,Arkansas,Sebastian County,2012.0,21.11
177,5133,Arkansas,Sevier County,12.1,Arkansas,Sevier County,2012.0,19.57
178,5135,Arkansas,Sharp County,14.0,Arkansas,Sharp County,2012.0,22.26
179,5137,Arkansas,Stone County,15.1,Arkansas,Stone County,2012.0,21.75
180,5139,Arkansas,Union County,12.3,Arkansas,Union County,2012.0,20.27
181,5141,Arkansas,Van Buren County,12.0,Arkansas,Van Buren County,2012.0,20.9
182,5143,Arkansas,Washington County,8.7,Arkansas,Washington County,2012.0,16.11
183,5145,Arkansas,White County,11.7,Arkansas,White County,2012.0,19.69
184,5147,Arkansas,Woodruff County,14.4,Arkansas,Woodruff County,2012.0,21.24
185,5149,Arkansas,Yell County,11.4,Arkansas,Yell County,2012.0,21.03
186,6001,California,Alameda County,7.7,California,Alameda County,2012.0,8.62
187,6003,California,Alpine County,9.0,California,Alpine County,2012.0,11.74
188,6005,California,Amador County,8.9,California,Amador County,2012.0,16.49
189,6007,California,Butte County,7.2,California,Butte County,2012.0,15.24
190,6009,California,Calaveras County,8.7,California,Calaveras County,2012.0,14.34
191,6011,California,Colusa County,7.9,California,Colusa County,2012.0,13.07
192,6013,California,Contra Costa County,7.8,California,Contra Costa County,2012.0,9.24
193,6015,California,Del Norte County,7.4,California,Del Norte County,2012.0,18.67
194,6017,California,El Dorado County,6.2,California,El Dorado County,2012.0,11.77
195,6019,California,Fresno County,8.7,California,Fresno County,2012.0,11.35
196,6021,California,Glenn County,6.9,California,Glenn County,2012.0,14.88
197,6023,California,Humboldt County,7.6,California,Humboldt County,2012.0,15.37
198,6025,California,Imperial County,6.7,California,Imperial County,2012.0,9.58
199,6027,California,Inyo County,8.2,California,Inyo County,2012.0,14.35
200,6029,California,Kern County,7.9,California,Kern County,2012.0,12.26
201,6031,California,Kings County,7.0,California,Kings County,2012.0,12.04
202,6033,California,Lake County,8.4,California,Lake County,2012.0,16.51
203,6035,California,Lassen County,7.2,California,Lassen County,2012.0,16.87
204,6037,California,Los Angeles County,7.6,California,Los Angeles County,2012.0,8.31
205,6039,California,Madera County,7.4,California,Madera County,2012.0,13.39
206,6041,California,Marin County,5.6,California,Marin County,2012.0,7.72
207,6043,California,Mariposa County,7.9,California,Mariposa County,2012.0,13.91
208,6045,California,Mendocino County,6.6,California,Mendocino County,2012.0,15.12
209,6047,California,Merced County,8.1,California,Merced County,2012.0,12.65
210,6049,California,Modoc County,8.3,California,Modoc County,2012.0,14.55
211,6051,California,Mono County,6.1,California,Mono County,2012.0,12.03
212,6053,California,Monterey County,6.2,California,Monterey County,2012.0,9.65
213,6055,California,Napa County,6.9,California,Napa County,2012.0,10.28
214,6057,California,Nevada County,6.6,California,Nevada County,2012.0,11.09
215,6059,California,Orange County,7.0,California,Orange County,2012.0,7.82
216,6061,California,Placer County,6.1,California,Placer County,2012.0,10.34
217,6063,California,Plumas County,8.3,California,Plumas County,2012.0,15.54
218,6065,California,Riverside County,7.4,California,Riverside County,2012.0,11.38
219,6067,California,Sacramento County,8.0,California,Sacramento County,2012.0,12.65
220,6069,California,San Benito County,7.1,California,San Benito County,2012.0,10.04
221,6071,California,San Bernardino County,7.9,California,San Bernardino County,2012.0,11.2
222,6073,California,San Diego County,6.4,California,San Diego County,2012.0,9.16
223,6075,California,San Francisco County,6.9,California,San Francisco County,2012.0,7.64
224,6077,California,San Joaquin County,8.3,California,San Joaquin County,2012.0,13.63
225,6079,California,San Luis Obispo County,5.6,California,San Luis Obispo County,2012.0,10.01
226,6081,California,San Mateo County,7.4,California,San Mateo County,2012.0,7.38
227,6083,California,Santa Barbara County,6.4,California,Santa Barbara County,2012.0,9.16
228,6085,California,Santa Clara County,7.2,California,Santa Clara County,2012.0,7.07
229,6087,California,Santa Cruz County,6.3,California,Santa Cruz County,2012.0,8.58
230,6089,California,Shasta County,7.3,California,Shasta County,2012.0,17.0
231,6091,California,Sierra County,7.6,California,Sierra County,2012.0,15.64
232,6093,California,Siskiyou County,8.1,California,Siskiyou County,2012.0,14.94
233,6095,California,Solano County,9.9,California,Solano County,2012.0,11.51
234,6097,California,Sonoma County,6.1,California,Sonoma County,2012.0,11.3
235,6099,California,Stanislaus County,8.8,California,Stanislaus County,2012.0,13.48
236,6101,California,Sutter County,7.5,California,Sutter County,2012.0,13.72
237,6103,California,Tehama County,7.5,California,Tehama County,2012.0,17.48
238,6105,California,Trinity County,8.2,California,Trinity County,2012.0,16.13
239,6107,California,Tulare County,7.3,California,Tulare County,2012.0,11.38
240,6109,California,Tuolumne County,7.0,California,Tuolumne County,2012.0,16.63
241,6111,California,Ventura County,6.6,California,Ventura County,2012.0,8.87
242,6113,California,Yolo County,6.2,California,Yolo County,2012.0,9.24
243,6115,California,Yuba County,7.0,California,Yuba County,2012.0,15.57
244,8001,Colorado,Adams County,6.8,,,,
245,8003,Colorado,Alamosa County,5.8,Colorado,Alamosa County,2012.0,12.76
246,8005,Colorado,Arapahoe County,6.2,Colorado,Arapahoe County,2012.0,11.33
247,8007,Colorado,Archuleta County,5.6,Colorado,Archuleta County,2012.0,12.69
248,8009,Colorado,Baca County,7.4,Colorado,Baca County,2012.0,15.87
249,8011,Colorado,Bent County,6.1,Colorado,Bent County,2012.0,19.72
250,8013,Colorado,Boulder County,3.5,,,,
251,8014,Colorado,Broomfield County,5.5,,,,
252,8015,Colorado,Chaffee County,5.8,Colorado,Chaffee County,2012.0,14.59
253,8017,Colorado,Cheyenne County,5.8,Colorado,Cheyenne County,2012.0,15.06
254,8019,Colorado,Clear Creek County,6.6,Colorado,Clear Creek County,2012.0,12.51
255,8021,Colorado,Conejos County,6.2,Colorado,Conejos County,2012.0,11.32
256,8023,Colorado,Costilla County,7.7,Colorado,Costilla County,2012.0,12.67
257,8025,Colorado,Crowley County,5.7,Colorado,Crowley County,2012.0,18.3
258,8027,Colorado,Custer County,6.0,Colorado,Custer County,2012.0,15.59
259,8029,Colorado,Delta County,6.7,Colorado,Delta County,2012.0,17.66
260,8031,Colorado,Denver County,4.6,Colorado,Denver County,2012.0,12.6
261,8033,Colorado,Dolores County,6.1,Colorado,Dolores County,2012.0,16.07
262,8035,Colorado,Douglas County,4.2,Colorado,Douglas County,2012.0,7.9
263,8037,Colorado,Eagle County,2.9,Colorado,Eagle County,2012.0,8.58
264,8039,Colorado,Elbert County,5.2,Colorado,Elbert County,2012.0,11.52
265,8041,Colorado,El Paso County,6.1,Colorado,El Paso County,2012.0,13.27
266,8043,Colorado,Fremont County,8.0,Colorado,Fremont County,2012.0,22.02
267,8045,Colorado,Garfield County,4.4,Colorado,Garfield County,2012.0,13.55
268,8047,Colorado,Gilpin County,5.8,Colorado,Gilpin County,2012.0,14.03
269,8049,Colorado,Grand County,4.8,Colorado,Grand County,2012.0,13.7
270,8051,Colorado,Gunnison County,3.9,Colorado,Gunnison County,2012.0,8.9
271,8053,Colorado,Hinsdale County,6.4,Colorado,Hinsdale County,2012.0,9.45
272,8055,Colorado,Huerfano County,7.7,Colorado,Huerfano County,2012.0,13.95
273,8057,Colorado,Jackson County,6.3,Colorado,Jackson County,2012.0,14.36
274,8059,Colorado,Jefferson County,4.8,,,,
275,8061,Colorado,Kiowa County,6.3,Colorado,Kiowa County,2012.0,14.09
276,8063,Colorado,Kit Carson County,6.6,Colorado,Kit Carson County,2012.0,17.45
277,8065,Colorado,Lake County,4.8,Colorado,Lake County,2012.0,12.96
278,8067,Colorado,La Plata County,4.3,Colorado,La Plata County,2012.0,10.97
279,8069,Colorado,Larimer County,4.4,Colorado,Larimer County,2012.0,10.84
280,8071,Colorado,Las Animas County,7.0,Colorado,Las Animas County,2012.0,14.76
281,8073,Colorado,Lincoln County,6.4,Colorado,Lincoln County,2012.0,17.08
282,8075,Colorado,Logan County,8.2,Colorado,Logan County,2012.0,18.54
283,8077,Colorado,Mesa County,6.3,Colorado,Mesa County,2012.0,16.27
284,8079,Colorado,Mineral County,5.8,Colorado,Mineral County,2012.0,10.35
285,8081,Colorado,Moffat County,6.7,Colorado,Moffat County,2012.0,17.69
286,8083,Colorado,Montezuma County,7.3,Colorado,Montezuma County,2012.0,13.7
287,8085,Colorado,Montrose County,7.2,Colorado,Montrose County,2012.0,16.0
288,8087,Colorado,Morgan County,7.5,Colorado,Morgan County,2012.0,16.35
289,8089,Colorado,Otero County,6.7,Colorado,Otero County,2012.0,16.47
290,8091,Colorado,Ouray County,6.2,Colorado,Ouray County,2012.0,9.88
291,8093,Colorado,Park County,5.2,Colorado,Park County,2012.0,13.37
292,8095,Colorado,Phillips County,7.0,Colorado,Phillips County,2012.0,14.65
293,8097,Colorado,Pitkin County,4.0,Colorado,Pitkin County,2012.0,8.48
294,8099,Colorado,Prowers County,8.5,Colorado,Prowers County,2012.0,15.22
295,8101,Colorado,Pueblo County,7.6,Colorado,Pueblo County,2012.0,15.77
296,8103,Colorado,Rio Blanco County,5.0,Colorado,Rio Blanco County,2012.0,13.16
297,8105,Colorado,Rio Grande County,6.3,Colorado,Rio Grande County,2012.0,12.78
298,8107,Colorado,Routt County,3.6,Colorado,Routt County,2012.0,9.75
299,8109,Colorado,Saguache County,7.1,Colorado,Saguache County,2012.0,14.12
300,8111,Colorado,San Juan County,5.9,Colorado,San Juan County,2012.0,13.44
301,8113,Colorado,San Miguel County,4.7,Colorado,San Miguel County,2012.0,8.06
302,8115,Colorado,Sedgwick County,7.2,Colorado,Sedgwick County,2012.0,16.57
303,8117,Colorado,Summit County,3.7,Colorado,Summit County,2012.0,9.29
304,8119,Colorado,Teller County,7.1,Colorado,Teller County,2012.0,16.52
305,8121,Colorado,Washington County,6.6,Colorado,Washington County,2012.0,15.48
306,8123,Colorado,Weld County,6.2,,,,
307,8125,Colorado,Yuma County,6.3,Colorado,Yuma County,2012.0,15.21
308,9001,Connecticut,Fairfield County,5.3,Connecticut,Fairfield County,2012.0,9.51
309,9003,Connecticut,Hartford County,6.9,Connecticut,Hartford County,2012.0,12.47
310,9005,Connecticut,Litchfield County,5.7,Connecticut,Litchfield County,2012.0,13.57
311,9007,Connecticut,Middlesex County,5.0,Connecticut,Middlesex County,2012.0,12.36
312,9009,Connecticut,New Haven County,6.9,Connecticut,New Haven County,2012.0,13.39
313,9011,Connecticut,New London County,6.5,Connecticut,New London County,2012.0,13.24
314,9013,Connecticut,Tolland County,5.3,Connecticut,Tolland County,2012.0,11.64
315,9015,Connecticut,Windham County,7.9,Connecticut,Windham County,2012.0,15.63
316,10001,Delaware,Kent County,12.4,Delaware,Kent County,2012.0,18.4
317,10003,Delaware,New Castle County,9.8,Delaware,New Castle County,2012.0,14.16
318,10005,Delaware,Sussex County,12.3,Delaware,Sussex County,2012.0,18.61
319,11001,District of Columbia,District of Columbia,7.6,,,,
320,12001,Florida,Alachua County,7.7,Florida,Alachua County,2012.0,11.16
321,12003,Florida,Baker County,13.8,Florida,Baker County,2012.0,21.74
322,12005,Florida,Bay County,9.6,Florida,Bay County,2012.0,18.55
323,12007,Florida,Bradford County,11.1,Florida,Bradford County,2012.0,20.51
324,12009,Florida,Brevard County,11.3,Florida,Brevard County,2012.0,17.17
325,12011,Florida,Broward County,8.5,Florida,Broward County,2012.0,11.14
326,12013,Florida,Calhoun County,14.5,Florida,Calhoun County,2012.0,21.71
327,12015,Florida,Charlotte County,9.6,Florida,Charlotte County,2012.0,18.3
328,12017,Florida,Citrus County,11.8,Florida,Citrus County,2012.0,20.61
329,12019,Florida,Clay County,11.2,Florida,Clay County,2012.0,14.83
330,12021,Florida,Collier County,6.8,Florida,Collier County,2012.0,12.58
331,12023,Florida,Columbia County,12.4,Florida,Columbia County,2012.0,20.9
332,12027,Florida,DeSoto County,11.4,Florida,DeSoto County,2012.0,19.72
333,12029,Florida,Dixie County,14.1,Florida,Dixie County,2012.0,22.27
334,12031,Florida,Duval County,10.4,Florida,Duval County,2012.0,15.15
335,12033,Florida,Escambia County,12.3,Florida,Escambia County,2012.0,17.04
336,12035,Florida,Flagler County,9.6,Florida,Flagler County,2012.0,17.9
337,12037,Florida,Franklin County,10.4,Florida,Franklin County,2012.0,20.12
338,12039,Florida,Gadsden County,17.0,Florida,Gadsden County,2012.0,15.82
339,12041,Florida,Gilchrist County,10.9,Florida,Gilchrist County,2012.0,20.3
340,12043,Florida,Glades County,13.0,Florida,Glades County,2012.0,19.1
341,12045,Florida,Gulf County,11.0,Florida,Gulf County,2012.0,20.49
342,12047,Florida,Hamilton County,13.3,Florida,Hamilton County,2012.0,21.05
343,12049,Florida,Hardee County,14.3,Florida,Hardee County,2012.0,18.25
344,12051,Florida,Hendry County,10.2,Florida,Hendry County,2012.0,15.92
345,12053,Florida,Hernando County,12.4,Florida,Hernando County,2012.0,20.14
346,12055,Florida,Highlands County,12.8,Florida,Highlands County,2012.0,18.56
347,12057,Florida,Hillsborough County,9.6,Florida,Hillsborough County,2012.0,14.2
348,12059,Florida,Holmes County,11.3,Florida,Holmes County,2012.0,21.63
349,12061,Florida,Indian River County,9.4,Florida,Indian River County,2012.0,16.73
350,12063,Florida,Jackson County,14.4,Florida,Jackson County,2012.0,18.62
351,12065,Florida,Jefferson County,11.6,Florida,Jefferson County,2012.0,16.58
352,12067,Florida,Lafayette County,11.3,Florida,Lafayette County,2012.0,18.94
